timestamp,coin,signal,reasoning
2025-11-13T05:10:02.903093,XRP,hold,
2025-11-13T05:10:02.903093,BTC,hold,
2025-11-13T05:10:02.903093,DOGE,hold,
2025-11-13T05:10:02.903093,BNB,hold,
2025-11-13T05:13:13.367571,ETH,hold,
2025-11-13T05:13:13.367571,SOL,hold,
2025-11-13T05:13:13.367571,XRP,hold,
2025-11-13T05:13:13.367571,BTC,hold,
2025-11-13T05:13:13.367571,DOGE,hold,
2025-11-13T05:13:13.367571,BNB,hold,
2025-11-13T05:16:21.785738,ETH,hold,
2025-11-13T05:16:21.785738,SOL,hold,
2025-11-13T05:16:21.785738,XRP,hold,
2025-11-13T05:16:21.785738,BTC,hold,
2025-11-13T05:16:21.785738,DOGE,hold,
2025-11-13T05:16:21.785738,BNB,hold,
2025-11-13T05:19:33.890760,ETH,hold,
2025-11-13T05:19:33.890760,SOL,hold,
2025-11-13T05:19:33.890760,XRP,hold,
2025-11-13T05:19:33.890760,BTC,hold,
2025-11-13T05:19:33.890760,DOGE,hold,
2025-11-13T05:19:33.890760,BNB,hold,
2025-11-13T05:22:40.231918,ETH,hold,
2025-11-13T05:22:40.231918,SOL,hold,
2025-11-13T05:22:40.231918,XRP,hold,
2025-11-13T05:22:40.231918,BTC,hold,
2025-11-13T05:22:40.231918,DOGE,hold,
2025-11-13T05:22:40.231918,BNB,hold,
2025-11-13T05:25:46.289234,ETH,hold,
2025-11-13T05:25:46.289234,SOL,hold,
2025-11-13T05:25:46.289234,XRP,hold,
2025-11-13T05:25:46.289234,BTC,hold,
2025-11-13T05:25:46.289234,DOGE,hold,
2025-11-13T05:25:46.289234,BNB,hold,
2025-11-13T05:28:52.931696,ETH,hold,
2025-11-13T05:28:52.931696,SOL,hold,
2025-11-13T05:28:52.931696,XRP,hold,
2025-11-13T05:28:52.931696,BTC,hold,
2025-11-13T05:28:52.931696,DOGE,hold,
2025-11-13T05:28:52.931696,BNB,hold,
2025-11-13T05:31:59.269224,ETH,hold,
2025-11-13T05:31:59.269224,SOL,hold,
2025-11-13T05:31:59.269224,XRP,hold,
2025-11-13T05:31:59.269224,BTC,hold,
2025-11-13T05:31:59.269224,DOGE,hold,
2025-11-13T05:31:59.269224,BNB,hold,
2025-11-13T05:35:06.871982,ETH,hold,
2025-11-13T05:35:06.871982,SOL,hold,
2025-11-13T05:35:06.871982,XRP,hold,
2025-11-13T05:35:06.871982,BTC,hold,
2025-11-13T05:35:06.871982,DOGE,hold,
2025-11-13T05:35:06.871982,BNB,hold,
2025-11-13T05:38:13.343192,ETH,hold,
2025-11-13T05:38:13.343192,SOL,hold,
2025-11-13T05:38:13.343192,XRP,hold,
2025-11-13T05:38:13.343192,BTC,hold,
2025-11-13T05:38:13.343192,DOGE,hold,
2025-11-13T05:38:13.343192,BNB,hold,
2025-11-13T05:41:19.610335,ETH,hold,
2025-11-13T05:41:19.610335,SOL,hold,
2025-11-13T05:41:19.610335,XRP,hold,
2025-11-13T05:41:19.610335,BTC,hold,
2025-11-13T05:41:19.610335,DOGE,hold,
2025-11-13T05:41:19.610335,BNB,hold,
2025-11-13T05:44:27.109692,ETH,hold,
2025-11-13T05:44:27.109692,SOL,hold,
2025-11-13T05:44:27.109692,XRP,hold,
2025-11-13T05:44:27.109692,BTC,hold,
2025-11-13T05:44:27.109692,DOGE,hold,
2025-11-13T05:44:27.109692,BNB,hold,
2025-11-13T05:47:33.272925,ETH,hold,
2025-11-13T05:47:33.272925,SOL,hold,
2025-11-13T05:47:33.272925,XRP,hold,
2025-11-13T05:47:33.272925,BTC,hold,
2025-11-13T05:47:33.272925,DOGE,hold,
2025-11-13T05:47:33.272925,BNB,hold,
2025-11-13T05:50:40.149632,ETH,hold,
2025-11-13T05:50:40.149632,SOL,hold,
2025-11-13T05:50:40.149632,XRP,hold,
2025-11-13T05:50:40.149632,BTC,hold,
2025-11-13T05:50:40.149632,DOGE,hold,
2025-11-13T05:50:40.149632,BNB,hold,
2025-11-13T05:53:46.628837,ETH,hold,
2025-11-13T05:53:46.628837,SOL,hold,
2025-11-13T05:53:46.628837,XRP,hold,
2025-11-13T05:53:46.628837,BTC,hold,
2025-11-13T05:53:46.628837,DOGE,hold,
2025-11-13T05:53:46.628837,BNB,hold,
2025-11-13T05:56:52.998519,ETH,hold,
2025-11-13T05:56:52.998519,SOL,hold,
2025-11-13T05:56:52.998519,XRP,hold,
2025-11-13T05:56:52.998519,BTC,hold,
2025-11-13T05:56:52.998519,DOGE,hold,
2025-11-13T05:56:52.998519,BNB,hold,
2025-11-13T05:59:59.265699,ETH,hold,
2025-11-13T05:59:59.265699,SOL,hold,
2025-11-13T05:59:59.265699,XRP,hold,
2025-11-13T05:59:59.265699,BTC,hold,
2025-11-13T05:59:59.265699,DOGE,hold,
2025-11-13T05:59:59.265699,BNB,hold,
2025-11-13T06:03:05.592767,ETH,hold,
2025-11-13T06:03:05.592767,SOL,hold,
2025-11-13T06:03:05.592767,XRP,hold,
2025-11-13T06:03:05.592767,BTC,hold,
2025-11-13T06:03:05.592767,DOGE,hold,
2025-11-13T06:03:05.592767,BNB,hold,
2025-11-13T06:06:11.804995,ETH,hold,
2025-11-13T06:06:11.804995,SOL,hold,
2025-11-13T06:06:11.804995,XRP,hold,
2025-11-13T06:06:11.804995,BTC,hold,
2025-11-13T06:06:11.804995,DOGE,hold,
2025-11-13T06:06:11.804995,BNB,hold,
2025-11-13T06:09:18.317760,ETH,hold,
2025-11-13T06:09:18.317760,SOL,hold,
2025-11-13T06:09:18.317760,XRP,hold,
2025-11-13T06:09:18.317760,BTC,hold,
2025-11-13T06:09:18.317760,DOGE,hold,
2025-11-13T06:09:18.317760,BNB,hold,
2025-11-13T06:12:24.441830,ETH,hold,
2025-11-13T06:12:24.441830,SOL,hold,
2025-11-13T06:12:24.441830,XRP,hold,
2025-11-13T06:12:24.441830,BTC,hold,
2025-11-13T06:12:24.441830,DOGE,hold,
2025-11-13T06:12:24.441830,BNB,hold,
2025-11-13T06:15:31.222513,ETH,hold,
2025-11-13T06:15:31.222513,SOL,hold,
2025-11-13T06:15:31.222513,XRP,hold,
2025-11-13T06:15:31.222513,BTC,hold,
2025-11-13T06:15:31.222513,DOGE,hold,
2025-11-13T06:15:31.222513,BNB,hold,
2025-11-13T06:18:37.811407,ETH,hold,
2025-11-13T06:18:37.811407,SOL,hold,
2025-11-13T06:18:37.811407,XRP,hold,
2025-11-13T06:18:37.811407,BTC,hold,
2025-11-13T06:18:37.811407,DOGE,hold,
2025-11-13T06:18:37.811407,BNB,hold,
2025-11-13T06:21:44.183364,ETH,hold,
2025-11-13T06:21:44.183364,SOL,hold,
2025-11-13T06:21:44.183364,XRP,hold,
2025-11-13T06:21:44.183364,BTC,hold,
2025-11-13T06:21:44.183364,DOGE,hold,
2025-11-13T06:21:44.183364,BNB,hold,
2025-11-13T06:24:50.500706,ETH,hold,
2025-11-13T06:24:50.500706,SOL,hold,
2025-11-13T06:24:50.500706,XRP,hold,
2025-11-13T06:24:50.500706,BTC,hold,
2025-11-13T06:24:50.500706,DOGE,hold,
2025-11-13T06:24:50.500706,BNB,hold,
2025-11-13T06:27:57.025804,ETH,hold,
2025-11-13T06:27:57.025804,SOL,hold,
2025-11-13T06:27:57.025804,XRP,hold,
2025-11-13T06:27:57.025804,BTC,hold,
2025-11-13T06:27:57.025804,DOGE,hold,
2025-11-13T06:27:57.025804,BNB,hold,
2025-11-13T06:31:03.298209,ETH,hold,
2025-11-13T06:31:03.298209,SOL,hold,
2025-11-13T06:31:03.298209,XRP,hold,
2025-11-13T06:31:03.298209,BTC,hold,
2025-11-13T06:31:03.298209,DOGE,hold,
2025-11-13T06:31:03.298209,BNB,hold,
2025-11-13T06:34:09.582449,ETH,hold,
2025-11-13T06:34:09.582449,SOL,hold,
2025-11-13T06:34:09.582449,XRP,hold,
2025-11-13T06:34:09.582449,BTC,hold,
2025-11-13T06:34:09.582449,DOGE,hold,
2025-11-13T06:34:09.582449,BNB,hold,
2025-11-13T06:37:15.830014,ETH,hold,
2025-11-13T06:37:15.830014,SOL,hold,
2025-11-13T06:37:15.830014,XRP,hold,
2025-11-13T06:37:15.830014,BTC,hold,
2025-11-13T06:37:15.830014,DOGE,hold,
2025-11-13T06:37:15.830014,BNB,hold,
2025-11-13T06:40:22.203174,ETH,hold,
2025-11-13T06:40:22.203174,SOL,hold,
2025-11-13T06:40:22.203174,XRP,hold,
2025-11-13T06:40:22.203174,BTC,hold,
2025-11-13T06:40:22.203174,DOGE,hold,
2025-11-13T06:40:22.203174,BNB,hold,
2025-11-13T06:43:28.472462,ETH,hold,
2025-11-13T06:43:28.472462,SOL,hold,
2025-11-13T06:43:28.472462,XRP,hold,
2025-11-13T06:43:28.472462,BTC,hold,
2025-11-13T06:43:28.472462,DOGE,hold,
2025-11-13T06:43:28.472462,BNB,hold,
2025-11-13T06:46:34.431561,ETH,hold,
2025-11-13T06:46:34.431561,SOL,hold,
2025-11-13T06:46:34.431561,XRP,hold,
2025-11-13T06:46:34.431561,BTC,hold,
2025-11-13T06:46:34.431561,DOGE,hold,
2025-11-13T06:46:34.431561,BNB,hold,
2025-11-13T06:49:40.598103,ETH,hold,
2025-11-13T06:49:40.598103,SOL,hold,
2025-11-13T06:49:40.598103,XRP,hold,
2025-11-13T06:49:40.598103,BTC,hold,
2025-11-13T06:49:40.598103,DOGE,hold,
2025-11-13T06:49:40.598103,BNB,hold,
2025-11-13T06:52:46.764897,ETH,hold,
2025-11-13T06:52:46.764897,SOL,hold,
2025-11-13T06:52:46.764897,XRP,hold,
2025-11-13T06:52:46.764897,BTC,hold,
2025-11-13T06:52:46.764897,DOGE,hold,
2025-11-13T06:52:46.764897,BNB,hold,
2025-11-13T06:55:52.827563,ETH,hold,
2025-11-13T06:55:52.827563,SOL,hold,
2025-11-13T06:55:52.827563,XRP,hold,
2025-11-13T06:55:52.827563,BTC,hold,
2025-11-13T06:55:52.827563,DOGE,hold,
2025-11-13T06:55:52.827563,BNB,hold,
2025-11-13T06:58:59.199925,ETH,hold,
2025-11-13T06:58:59.199925,SOL,hold,
2025-11-13T06:58:59.199925,XRP,hold,
2025-11-13T06:58:59.199925,BTC,hold,
2025-11-13T06:58:59.199925,DOGE,hold,
2025-11-13T06:58:59.199925,BNB,hold,
2025-11-13T07:02:05.767248,ETH,hold,
2025-11-13T07:02:05.767248,SOL,hold,
2025-11-13T07:02:05.767248,XRP,hold,
2025-11-13T07:02:05.767248,BTC,hold,
2025-11-13T07:02:05.767248,DOGE,hold,
2025-11-13T07:02:05.767248,BNB,hold,
2025-11-13T07:05:11.940504,ETH,hold,
2025-11-13T07:05:11.940504,SOL,hold,
2025-11-13T07:05:11.940504,XRP,hold,
2025-11-13T07:05:11.940504,BTC,hold,
2025-11-13T07:05:11.940504,DOGE,hold,
2025-11-13T07:05:11.940504,BNB,hold,
2025-11-13T07:08:18.107254,ETH,hold,
2025-11-13T07:08:18.107254,SOL,hold,
2025-11-13T07:08:18.107254,XRP,hold,
2025-11-13T07:08:18.107254,BTC,hold,
2025-11-13T07:08:18.107254,DOGE,hold,
2025-11-13T07:08:18.107254,BNB,hold,
2025-11-13T07:11:24.377627,ETH,hold,
2025-11-13T07:11:24.377627,SOL,hold,
2025-11-13T07:11:24.377627,XRP,hold,
2025-11-13T07:11:24.377627,BTC,hold,
2025-11-13T07:11:24.377627,DOGE,hold,
2025-11-13T07:11:24.377627,BNB,hold,
2025-11-13T07:14:30.752021,ETH,hold,
2025-11-13T07:14:30.752021,SOL,hold,
2025-11-13T07:14:30.752021,XRP,hold,
2025-11-13T07:14:30.752021,BTC,hold,
2025-11-13T07:14:30.752021,DOGE,hold,
2025-11-13T07:14:30.752021,BNB,hold,
2025-11-13T07:17:36.899713,ETH,hold,
2025-11-13T07:17:36.899713,SOL,hold,
2025-11-13T07:17:36.899713,XRP,hold,
2025-11-13T07:17:36.899713,BTC,hold,
2025-11-13T07:17:36.899713,DOGE,hold,
2025-11-13T07:17:36.899713,BNB,hold,
2025-11-13T07:20:43.389108,ETH,hold,
2025-11-13T07:20:43.389108,SOL,hold,
2025-11-13T07:20:43.389108,XRP,hold,
2025-11-13T07:20:43.389108,BTC,hold,
2025-11-13T07:20:43.389108,DOGE,hold,
2025-11-13T07:20:43.389108,BNB,hold,
2025-11-13T07:23:49.657732,ETH,hold,
2025-11-13T07:23:49.657732,SOL,hold,
2025-11-13T07:23:49.657732,XRP,hold,
2025-11-13T07:23:49.657732,BTC,hold,
2025-11-13T07:23:49.657732,DOGE,hold,
2025-11-13T07:23:49.657732,BNB,hold,
2025-11-13T07:26:56.231445,ETH,hold,
2025-11-13T07:26:56.231445,SOL,hold,
2025-11-13T07:26:56.231445,XRP,hold,
2025-11-13T07:26:56.231445,BTC,hold,
2025-11-13T07:26:56.231445,DOGE,hold,
2025-11-13T07:26:56.231445,BNB,hold,
2025-11-13T07:30:03.013372,ETH,hold,
2025-11-13T07:30:03.013372,SOL,hold,
2025-11-13T07:30:03.013372,XRP,hold,
2025-11-13T07:30:03.013372,BTC,hold,
2025-11-13T07:30:03.013372,DOGE,hold,
2025-11-13T07:30:03.013372,BNB,hold,
2025-11-13T07:33:09.180246,ETH,hold,
2025-11-13T07:33:09.180246,SOL,hold,
2025-11-13T07:33:09.180246,XRP,hold,
2025-11-13T07:33:09.180246,BTC,hold,
2025-11-13T07:33:09.180246,DOGE,hold,
2025-11-13T07:33:09.180246,BNB,hold,
2025-11-13T07:36:15.535143,ETH,hold,
2025-11-13T07:36:15.535143,SOL,hold,
2025-11-13T07:36:15.535143,XRP,hold,
2025-11-13T07:36:15.535143,BTC,hold,
2025-11-13T07:36:15.535143,DOGE,hold,
2025-11-13T07:36:15.535143,BNB,hold,
2025-11-13T07:39:21.797831,ETH,hold,
2025-11-13T07:39:21.797831,SOL,hold,
2025-11-13T07:39:21.797831,XRP,hold,
2025-11-13T07:39:21.797831,BTC,hold,
2025-11-13T07:39:21.797831,DOGE,hold,
2025-11-13T07:39:21.797831,BNB,hold,
2025-11-13T07:42:28.083916,ETH,hold,
2025-11-13T07:42:28.083916,SOL,hold,
2025-11-13T07:42:28.083916,XRP,hold,
2025-11-13T07:42:28.083916,BTC,hold,
2025-11-13T07:42:28.083916,DOGE,hold,
2025-11-13T07:42:28.083916,BNB,hold,
2025-11-13T07:45:34.449117,ETH,hold,
2025-11-13T07:45:34.449117,SOL,hold,
2025-11-13T07:45:34.449117,XRP,hold,
2025-11-13T07:45:34.449117,BTC,hold,
2025-11-13T07:45:34.449117,DOGE,hold,
2025-11-13T07:45:34.449117,BNB,hold,
2025-11-13T07:48:40.508345,ETH,hold,
2025-11-13T07:48:40.508345,SOL,hold,
2025-11-13T07:48:40.508345,XRP,hold,
2025-11-13T07:48:40.508345,BTC,hold,
2025-11-13T07:48:40.508345,DOGE,hold,
2025-11-13T07:48:40.508345,BNB,hold,
2025-11-13T07:51:46.773658,ETH,hold,
2025-11-13T07:51:46.773658,SOL,hold,
2025-11-13T07:51:46.773658,XRP,hold,
2025-11-13T07:51:46.773658,BTC,hold,
2025-11-13T07:51:46.773658,DOGE,hold,
2025-11-13T07:51:46.773658,BNB,hold,
2025-11-13T07:54:52.997179,ETH,hold,
2025-11-13T07:54:52.997179,SOL,hold,
2025-11-13T07:54:52.997179,XRP,hold,
2025-11-13T07:54:52.997179,BTC,hold,
2025-11-13T07:54:52.997179,DOGE,hold,
2025-11-13T07:54:52.997179,BNB,hold,
2025-11-13T07:57:59.203389,ETH,hold,
2025-11-13T07:57:59.203389,SOL,hold,
2025-11-13T07:57:59.203389,XRP,hold,
2025-11-13T07:57:59.203389,BTC,hold,
2025-11-13T07:57:59.203389,DOGE,hold,
2025-11-13T07:57:59.203389,BNB,hold,
2025-11-13T08:01:05.565920,ETH,hold,
2025-11-13T08:01:05.565920,SOL,hold,
2025-11-13T08:01:05.565920,XRP,hold,
2025-11-13T08:01:05.565920,BTC,hold,
2025-11-13T08:01:05.565920,DOGE,hold,
2025-11-13T08:01:05.565920,BNB,hold,
2025-11-13T08:04:11.934341,ETH,hold,
2025-11-13T08:04:11.934341,SOL,hold,
2025-11-13T08:04:11.934341,XRP,hold,
2025-11-13T08:04:11.934341,BTC,hold,
2025-11-13T08:04:11.934341,DOGE,hold,
2025-11-13T08:04:11.934341,BNB,hold,
2025-11-13T08:07:18.246615,ETH,hold,
2025-11-13T08:07:18.246615,SOL,hold,
2025-11-13T08:07:18.246615,XRP,hold,
2025-11-13T08:07:18.246615,BTC,hold,
2025-11-13T08:07:18.246615,DOGE,hold,
2025-11-13T08:07:18.246615,BNB,hold,
2025-11-13T08:10:24.560504,ETH,hold,
2025-11-13T08:10:24.560504,SOL,hold,
2025-11-13T08:10:24.560504,XRP,hold,
2025-11-13T08:10:24.560504,BTC,hold,
2025-11-13T08:10:24.560504,DOGE,hold,
2025-11-13T08:10:24.560504,BNB,hold,
2025-11-13T08:13:31.441342,ETH,hold,
2025-11-13T08:13:31.441342,SOL,hold,
2025-11-13T08:13:31.441342,XRP,hold,
2025-11-13T08:13:31.441342,BTC,hold,
2025-11-13T08:13:31.441342,DOGE,hold,
2025-11-13T08:13:31.441342,BNB,hold,
2025-11-13T08:16:37.498912,ETH,hold,
2025-11-13T08:16:37.498912,SOL,hold,
2025-11-13T08:16:37.498912,XRP,hold,
2025-11-13T08:16:37.498912,BTC,hold,
2025-11-13T08:16:37.498912,DOGE,hold,
2025-11-13T08:16:37.498912,BNB,hold,
2025-11-13T08:19:43.556242,ETH,hold,
2025-11-13T08:19:43.556242,SOL,hold,
2025-11-13T08:19:43.556242,XRP,hold,
2025-11-13T08:19:43.556242,BTC,hold,
2025-11-13T08:19:43.556242,DOGE,hold,
2025-11-13T08:19:43.556242,BNB,hold,
2025-11-13T08:22:49.821498,ETH,hold,
2025-11-13T08:22:49.821498,SOL,hold,
2025-11-13T08:22:49.821498,XRP,hold,
2025-11-13T08:22:49.821498,BTC,hold,
2025-11-13T08:22:49.821498,DOGE,hold,
2025-11-13T08:22:49.821498,BNB,hold,
2025-11-13T08:25:56.085744,ETH,hold,
2025-11-13T08:25:56.085744,SOL,hold,
2025-11-13T08:25:56.085744,XRP,hold,
2025-11-13T08:25:56.085744,BTC,hold,
2025-11-13T08:25:56.085744,DOGE,hold,
2025-11-13T08:25:56.085744,BNB,hold,
2025-11-13T08:29:02.144064,ETH,hold,
2025-11-13T08:29:02.144064,SOL,hold,
2025-11-13T08:29:02.144064,XRP,hold,
2025-11-13T08:29:02.144064,BTC,hold,
2025-11-13T08:29:02.144064,DOGE,hold,
2025-11-13T08:29:02.144064,BNB,hold,
2025-11-13T08:32:08.207759,ETH,hold,
2025-11-13T08:32:08.207759,SOL,hold,
2025-11-13T08:32:08.207759,XRP,hold,
2025-11-13T08:32:08.207759,BTC,hold,
2025-11-13T08:32:08.207759,DOGE,hold,
2025-11-13T08:32:08.207759,BNB,hold,
2025-11-13T08:35:14.573430,ETH,hold,
2025-11-13T08:35:14.573430,SOL,hold,
2025-11-13T08:35:14.573430,XRP,hold,
2025-11-13T08:35:14.573430,BTC,hold,
2025-11-13T08:35:14.573430,DOGE,hold,
2025-11-13T08:35:14.573430,BNB,hold,
2025-11-13T08:38:20.835596,ETH,hold,
2025-11-13T08:38:20.835596,SOL,hold,
2025-11-13T08:38:20.835596,XRP,hold,
2025-11-13T08:38:20.835596,BTC,hold,
2025-11-13T08:38:20.835596,DOGE,hold,
2025-11-13T08:38:20.835596,BNB,hold,
2025-11-13T08:41:26.954615,ETH,hold,
2025-11-13T08:41:26.954615,SOL,hold,
2025-11-13T08:41:26.954615,XRP,hold,
2025-11-13T08:41:26.954615,BTC,hold,
2025-11-13T08:41:26.954615,DOGE,hold,
2025-11-13T08:41:26.954615,BNB,hold,
2025-11-13T08:44:33.054792,ETH,hold,
2025-11-13T08:44:33.054792,SOL,hold,
2025-11-13T08:44:33.054792,XRP,hold,
2025-11-13T08:44:33.054792,BTC,hold,
2025-11-13T08:44:33.054792,DOGE,hold,
2025-11-13T08:44:33.054792,BNB,hold,
2025-11-13T08:47:39.265489,ETH,hold,
2025-11-13T08:47:39.265489,SOL,hold,
2025-11-13T08:47:39.265489,XRP,hold,
2025-11-13T08:47:39.265489,BTC,hold,
2025-11-13T08:47:39.265489,DOGE,hold,
2025-11-13T08:47:39.265489,BNB,hold,
2025-11-13T08:50:45.482337,ETH,hold,
2025-11-13T08:50:45.482337,SOL,hold,
2025-11-13T08:50:45.482337,XRP,hold,
2025-11-13T08:50:45.482337,BTC,hold,
2025-11-13T08:50:45.482337,DOGE,hold,
2025-11-13T08:50:45.482337,BNB,hold,
2025-11-13T08:53:51.538370,ETH,hold,
2025-11-13T08:53:51.538370,SOL,hold,
2025-11-13T08:53:51.538370,XRP,close,
2025-11-13T08:53:51.538370,BTC,hold,
2025-11-13T08:53:51.538370,DOGE,hold,
2025-11-13T08:53:51.538370,BNB,hold,
2025-11-13T08:56:57.869757,ETH,hold,
2025-11-13T08:56:57.869757,SOL,hold,
2025-11-13T08:56:57.869757,XRP,entry,
2025-11-13T08:56:57.869757,BTC,hold,
2025-11-13T08:56:57.869757,DOGE,hold,
2025-11-13T08:56:57.869757,BNB,hold,
2025-11-13T09:00:06.633715,ETH,hold,
2025-11-13T09:00:06.633715,SOL,hold,
2025-11-13T09:00:06.633715,XRP,close,
2025-11-13T09:00:06.633715,BTC,hold,
2025-11-13T09:00:06.633715,DOGE,hold,
2025-11-13T09:00:06.633715,BNB,hold,
2025-11-13T09:03:13.367719,ETH,hold,
2025-11-13T09:03:13.367719,SOL,hold,
2025-11-13T09:03:13.367719,XRP,entry,
2025-11-13T09:03:13.367719,BTC,hold,
2025-11-13T09:03:13.367719,DOGE,hold,
2025-11-13T09:03:13.367719,BNB,hold,
2025-11-13T09:06:20.419942,ETH,hold,
2025-11-13T09:06:20.419942,SOL,hold,
2025-11-13T09:06:20.419942,XRP,hold,
2025-11-13T09:06:20.419942,BTC,hold,
2025-11-13T09:06:20.419942,DOGE,hold,
2025-11-13T09:06:20.419942,BNB,hold,
2025-11-13T09:09:26.580622,ETH,hold,
2025-11-13T09:09:26.580622,SOL,hold,
2025-11-13T09:09:26.580622,XRP,close,
2025-11-13T09:09:26.580622,BTC,hold,
2025-11-13T09:09:26.580622,DOGE,hold,
2025-11-13T09:09:26.580622,BNB,hold,
2025-11-13T09:12:33.411540,ETH,hold,
2025-11-13T09:12:33.411540,SOL,hold,
2025-11-13T09:12:33.411540,XRP,entry,
2025-11-13T09:12:33.411540,BTC,hold,
2025-11-13T09:12:33.411540,DOGE,hold,
2025-11-13T09:12:33.411540,BNB,hold,
2025-11-13T09:15:39.622290,ETH,hold,
2025-11-13T09:15:39.622290,SOL,hold,
2025-11-13T09:15:39.622290,XRP,close,
2025-11-13T09:15:39.622290,BTC,hold,
2025-11-13T09:15:39.622290,DOGE,hold,
2025-11-13T09:15:39.622290,BNB,hold,
2025-11-13T09:18:46.099653,ETH,hold,
2025-11-13T09:18:46.099653,SOL,hold,
2025-11-13T09:18:46.099653,XRP,entry,
2025-11-13T09:18:46.099653,BTC,hold,
2025-11-13T09:18:46.099653,DOGE,hold,
2025-11-13T09:18:46.099653,BNB,hold,
2025-11-13T09:21:52.163618,ETH,hold,
2025-11-13T09:21:52.163618,SOL,hold,
2025-11-13T09:21:52.163618,XRP,hold,
2025-11-13T09:21:52.163618,BTC,hold,
2025-11-13T09:21:52.163618,DOGE,hold,
2025-11-13T09:21:52.163618,BNB,hold,
2025-11-13T09:24:58.693834,ETH,hold,
2025-11-13T09:24:58.693834,SOL,hold,
2025-11-13T09:24:58.693834,XRP,hold,
2025-11-13T09:24:58.693834,BTC,hold,
2025-11-13T09:24:58.693834,DOGE,hold,
2025-11-13T09:24:58.693834,BNB,hold,
2025-11-13T09:28:04.815017,ETH,hold,
2025-11-13T09:28:04.815017,SOL,hold,
2025-11-13T09:28:04.815017,XRP,hold,
2025-11-13T09:28:04.815017,BTC,hold,
2025-11-13T09:28:04.815017,DOGE,hold,
2025-11-13T09:28:04.815017,BNB,hold,
2025-11-13T09:36:23.900158,ETH,hold,
2025-11-13T09:36:23.900158,SOL,hold,
2025-11-13T09:36:23.900158,XRP,close,
2025-11-13T09:36:23.900158,BTC,hold,
2025-11-13T09:36:23.900158,DOGE,hold,
2025-11-13T09:36:23.900158,BNB,hold,
2025-11-13T10:17:12.531194,ETH,hold,
2025-11-13T10:17:12.531194,SOL,hold,
2025-11-13T10:17:12.531194,XRP,entry,
2025-11-13T10:17:12.531194,BTC,hold,
2025-11-13T10:17:12.531194,DOGE,hold,
2025-11-13T10:17:12.531194,BNB,hold,
2025-11-13T10:44:47.351749,ETH,hold,
2025-11-13T10:44:47.351749,SOL,hold,
2025-11-13T10:44:47.351749,XRP,hold,
2025-11-13T10:44:47.351749,BTC,hold,
2025-11-13T10:44:47.351749,DOGE,hold,
2025-11-13T10:44:47.351749,BNB,hold,
2025-11-13T10:47:54.635672,ETH,hold,
2025-11-13T10:47:54.635672,SOL,hold,
2025-11-13T10:47:54.635672,XRP,hold,
2025-11-13T10:47:54.635672,BTC,hold,
2025-11-13T10:47:54.635672,DOGE,hold,
2025-11-13T10:47:54.635672,BNB,hold,
2025-11-13T10:51:00.698289,ETH,hold,
2025-11-13T10:51:00.698289,SOL,hold,
2025-11-13T10:51:00.698289,XRP,hold,
2025-11-13T10:51:00.698289,BTC,hold,
2025-11-13T10:51:00.698289,DOGE,hold,
2025-11-13T10:51:00.698289,BNB,hold,
2025-11-13T10:54:07.301445,ETH,hold,
2025-11-13T10:54:07.301445,SOL,hold,
2025-11-13T10:54:07.301445,XRP,hold,
2025-11-13T10:54:07.301445,BTC,hold,
2025-11-13T10:54:07.301445,DOGE,hold,
2025-11-13T10:54:07.301445,BNB,hold,
2025-11-13T10:57:13.323247,ETH,hold,
2025-11-13T10:57:13.323247,SOL,hold,
2025-11-13T10:57:13.323247,XRP,hold,
2025-11-13T10:57:13.323247,BTC,hold,
2025-11-13T10:57:13.323247,DOGE,hold,
2025-11-13T10:57:13.323247,BNB,hold,
2025-11-13T11:43:08.738626,ETH,hold,
2025-11-13T11:43:08.738626,SOL,hold,
2025-11-13T11:43:08.738626,XRP,hold,
2025-11-13T11:43:08.738626,BTC,hold,
2025-11-13T11:43:08.738626,DOGE,hold,
2025-11-13T11:43:08.738626,BNB,hold,
2025-11-13T11:46:14.955954,ETH,hold,
2025-11-13T11:46:14.955954,SOL,hold,
2025-11-13T11:46:14.955954,XRP,hold,
2025-11-13T11:46:14.955954,BTC,hold,
2025-11-13T11:46:14.955954,DOGE,hold,
2025-11-13T11:46:14.955954,BNB,hold,
2025-11-13T11:49:21.224908,ETH,hold,
2025-11-13T11:49:21.224908,SOL,hold,
2025-11-13T11:49:21.224908,XRP,hold,
2025-11-13T11:49:21.224908,BTC,hold,
2025-11-13T11:49:21.224908,DOGE,hold,
2025-11-13T11:49:21.224908,BNB,hold,
2025-11-13T11:52:27.286804,ETH,hold,
2025-11-13T11:52:27.286804,SOL,hold,
2025-11-13T11:52:27.286804,XRP,hold,
2025-11-13T11:52:27.286804,BTC,hold,
2025-11-13T11:52:27.286804,DOGE,hold,
2025-11-13T11:52:27.286804,BNB,hold,
2025-11-13T11:55:33.350980,ETH,hold,
2025-11-13T11:55:33.350980,SOL,hold,
2025-11-13T11:55:33.350980,XRP,hold,
2025-11-13T11:55:33.350980,BTC,hold,
2025-11-13T11:55:33.350980,DOGE,hold,
2025-11-13T11:55:33.350980,BNB,hold,
2025-11-13T11:58:39.243797,ETH,hold,
2025-11-13T11:58:39.243797,SOL,hold,
2025-11-13T11:58:39.243797,XRP,hold,
2025-11-13T11:58:39.243797,BTC,hold,
